p_id,Gender,age,vintage (days),has_passed_logical_ability,has_passed_reading_comprehension,has_passed_general_awareness,has_passed_attention_to_detail,has_passed_pattern_recog,Life Time Earnings in Rs.,qualifiers_rejects,qualifiers_approved,qualifiers_re_attempts,voice_rejects,voice_approved,voice_re_attempts,sd_rejects,sd_approved,sd_re_attempts,ts_rejects,ts_approved,ts_re_attempts,other_data_rejects,other_data_approved,other_data_re_attempts,lives
60745,1,24,55,FALSE,FALSE,FALSE,FALSE,FALSE,157.8,11,17,32,3,32,6,0,0,0,0,0,0,14,61,37,1
62638,1,22,39,TRUE,TRUE,TRUE,TRUE,TRUE,150.15,6,22,12,2,2,1,0,0,0,0,16,0,7,60,21,5
50193,2,25,141,FALSE,FALSE,FALSE,FALSE,FALSE,148.85,7,10,27,0,0,2,0,0,0,0,0,0,11,49,57,1
56016,2,20,97,TRUE,TRUE,TRUE,TRUE,TRUE,148.15,6,16,20,1,0,1,0,0,0,0,0,0,9,65,36,5
52993,1,45,116,TRUE,TRUE,TRUE,TRUE,TRUE,147.75,4,24,30,1,0,0,0,4,0,0,0,0,4,88,37,5
66566,2,29,11,FALSE,FALSE,FALSE,FALSE,FALSE,146.1,6,6,11,0,0,0,0,0,0,0,32,5,7,63,16,5
60202,2,18,60,FALSE,FALSE,FALSE,FALSE,FALSE,145.4,18,6,12,0,0,0,0,0,0,0,0,0,32,95,32,2
46448,1,21,175,FALSE,FALSE,FALSE,FALSE,FALSE,142.1,11,5,28,0,0,2,1,38,14,0,0,0,14,60,65,0
60132,2,30,61,FALSE,FALSE,FALSE,FALSE,FALSE,140.3,18,6,21,1,0,0,0,0,0,0,0,0,22,99,47,5
58773,2,48,76,FALSE,FALSE,TRUE,TRUE,TRUE,138.35,1,24,11,1,4,1,0,0,0,0,0,0,1,72,18,5
59818,1,22,64,FALSE,FALSE,TRUE,TRUE,TRUE,138.05,5,15,16,0,41,3,0,0,0,0,0,0,6,59,16,5
63014,1,20,35,TRUE,TRUE,FALSE,TRUE,TRUE,137.95,3,17,24,1,27,0,0,0,0,0,0,0,4,52,24,5
50264,1,19,140,TRUE,TRUE,TRUE,TRUE,FALSE,135.6,4,25,24,0,38,6,0,0,1,0,0,0,7,79,31,5
57371,2,47,87,FALSE,FALSE,TRUE,TRUE,TRUE,131.75,6,14,11,0,0,0,0,0,0,0,0,0,6,75,14,5
62263,1,22,42,FALSE,FALSE,TRUE,TRUE,TRUE,130.05,3,10,16,0,1,3,0,0,0,0,0,0,3,52,37,5
61820,2,21,46,FALSE,FALSE,FALSE,FALSE,TRUE,128.15,6,7,10,1,0,1,0,0,0,0,0,0,7,62,20,5
51969,1,18,124,TRUE,TRUE,TRUE,TRUE,TRUE,123.45,2,23,8,0,0,0,0,22,1,0,6,1,2,64,13,5
49280,1,19,150,TRUE,TRUE,TRUE,FALSE,TRUE,122.3,8,22,11,2,16,2,1,2,0,0,0,0,10,56,16,5
60016,2,23,62,FALSE,FALSE,FALSE,FALSE,FALSE,120.8,12,8,11,1,0,0,0,0,0,0,0,0,17,70,27,0
31130,1,27,385,TRUE,TRUE,TRUE,TRUE,TRUE,119.93,2,14,12,1,1,0,0,0,0,0,0,0,5,28,24,4
65386,2,50,17,TRUE,TRUE,TRUE,TRUE,TRUE,105.45,0,21,24,0,0,0,0,0,0,0,13,0,1,65,27,5
62182,1,19,43,FALSE,FALSE,FALSE,FALSE,TRUE,103.15,8,5,1,1,0,0,0,0,0,0,0,0,9,44,23,3
61331,1,20,50,FALSE,FALSE,TRUE,TRUE,TRUE,95.85,8,13,27,0,1,3,0,0,0,0,0,0,8,35,33,5
57216,1,21,89,TRUE,TRUE,FALSE,TRUE,TRUE,95.15,1,14,9,0,0,0,0,0,0,0,0,0,1,36,11,5
59974,1,34,62,FALSE,FALSE,TRUE,TRUE,TRUE,94.35,5,17,26,0,17,0,0,0,0,0,0,0,5,40,27,5
63729,1,21,29,FALSE,FALSE,FALSE,FALSE,FALSE,93,8,8,33,0,2,11,0,0,0,0,14,1,8,32,42,5
62669,1,18,38,TRUE,TRUE,TRUE,TRUE,TRUE,91.15,3,20,2,0,0,0,0,0,0,0,4,1,3,43,5,5
66704,2,26,10,TRUE,TRUE,TRUE,TRUE,TRUE,89.95,1,15,10,0,0,0,0,0,0,0,11,0,2,46,10,5
25868,1,18,497,FALSE,FALSE,TRUE,TRUE,TRUE,89.25,5,11,19,0,0,0,0,0,0,0,0,0,6,29,34,4
54167,1,19,107,TRUE,TRUE,FALSE,TRUE,TRUE,88.65,11,24,51,0,1,1,1,6,2,0,0,0,14,54,57,2
60813,1,29,55,TRUE,TRUE,TRUE,TRUE,TRUE,87.84,6,18,15,0,0,0,0,0,0,0,0,0,7,36,28,4
54156,1,21,107,TRUE,TRUE,TRUE,TRUE,TRUE,85.15,3,22,14,0,12,1,0,0,0,0,0,0,5,41,14,5
62726,2,26,38,FALSE,FALSE,FALSE,FALSE,TRUE,84.85,5,11,10,0,0,0,0,0,0,0,12,0,5,50,10,5
65247,1,23,18,TRUE,TRUE,TRUE,TRUE,TRUE,83.85,0,18,32,0,0,5,0,0,0,0,0,0,1,42,40,5
62795,1,19,37,TRUE,TRUE,FALSE,TRUE,TRUE,80.85,3,11,10,0,0,0,0,0,0,0,0,0,3,34,15,5
67760,1,19,5,FALSE,FALSE,FALSE,FALSE,TRUE,80.25,6,8,17,1,0,0,0,0,0,0,0,0,6,35,21,4
61063,1,20,52,TRUE,TRUE,FALSE,TRUE,TRUE,79.85,1,13,20,0,9,2,0,0,0,0,0,0,1,25,20,5
57129,1,23,89,TRUE,TRUE,FALSE,TRUE,TRUE,79.85,8,21,22,1,0,0,0,0,0,0,0,0,9,50,24,4
61238,1,21,51,TRUE,TRUE,FALSE,TRUE,TRUE,71.35,5,7,28,0,0,0,0,0,0,0,0,0,5,31,47,4
62652,1,29,38,TRUE,TRUE,TRUE,TRUE,TRUE,70.85,3,14,18,1,3,2,0,0,0,0,0,0,3,34,25,5
51080,1,21,132,TRUE,TRUE,TRUE,TRUE,TRUE,70.6,4,17,22,0,0,0,0,4,0,0,0,0,7,35,29,5
59930,1,51,63,FALSE,FALSE,FALSE,FALSE,TRUE,69.75,8,5,10,0,0,0,0,0,0,0,13,0,9,22,10,4
61987,2,29,44,FALSE,FALSE,TRUE,TRUE,TRUE,69.45,5,12,17,1,1,4,0,0,0,0,0,0,7,38,21,4
56655,2,24,93,FALSE,FALSE,TRUE,TRUE,TRUE,66.95,8,23,35,0,0,0,0,0,0,0,0,0,8,68,54,5
24911,1,20,519,TRUE,TRUE,TRUE,TRUE,TRUE,66.25,3,16,11,1,3,1,0,0,0,0,0,0,3,23,11,4
62192,1,45,43,TRUE,TRUE,TRUE,TRUE,TRUE,65.25,0,17,12,0,5,0,0,0,0,0,0,0,0,25,17,5
56922,2,27,91,FALSE,FALSE,FALSE,FALSE,FALSE,65.1,9,9,30,0,0,0,0,0,0,0,0,0,12,41,37,0
59862,2,22,63,TRUE,TRUE,FALSE,TRUE,TRUE,64.95,4,15,19,0,4,2,0,0,0,0,0,0,5,21,22,4
60325,1,21,59,FALSE,FALSE,FALSE,FALSE,FALSE,64,7,12,20,0,0,2,0,0,0,0,3,0,8,33,26,3
56874,1,33,91,TRUE,TRUE,TRUE,TRUE,TRUE,62.85,2,16,7,0,0,0,0,0,0,0,2,0,2,31,7,5
57104,2,22,89,FALSE,FALSE,TRUE,TRUE,TRUE,60.65,6,17,33,0,2,1,0,0,0,0,0,0,6,39,36,3
59909,2,21,63,FALSE,FALSE,TRUE,TRUE,TRUE,59.75,4,17,20,1,1,1,0,0,0,0,0,0,4,50,20,5
60588,1,21,56,FALSE,FALSE,FALSE,FALSE,TRUE,53.05,7,9,10,0,3,3,0,0,0,0,0,0,7,16,11,2
61607,1,22,48,FALSE,FALSE,TRUE,TRUE,TRUE,52.55,1,15,16,2,3,2,0,0,0,0,0,0,2,22,17,4
61444,1,21,49,FALSE,FALSE,TRUE,TRUE,TRUE,51.75,4,13,38,1,2,6,0,0,0,0,0,0,4,24,44,3
63040,2,52,35,TRUE,TRUE,TRUE,TRUE,TRUE,51.45,2,16,4,0,0,0,0,0,0,0,0,0,2,30,4,5
61196,1,22,51,FALSE,FALSE,TRUE,TRUE,TRUE,50.35,5,13,10,2,3,3,0,0,0,0,0,0,6,22,11,3
59468,1,19,68,TRUE,TRUE,FALSE,TRUE,TRUE,48.55,5,13,23,0,2,5,0,0,0,0,0,0,5,21,25,1
60305,1,50,59,TRUE,TRUE,FALSE,TRUE,TRUE,48.45,5,15,18,0,0,0,0,0,0,0,0,0,5,24,19,3
41415,2,19,244,TRUE,TRUE,TRUE,TRUE,TRUE,47.85,2,18,16,1,0,0,0,0,0,0,0,0,2,33,19,3
61693,1,50,47,FALSE,FALSE,FALSE,FALSE,FALSE,47.1,7,6,11,1,0,2,0,0,0,0,0,0,10,35,15,0
61594,1,23,48,TRUE,TRUE,TRUE,TRUE,FALSE,45.8,0,10,10,0,0,0,0,0,0,0,0,0,0,17,11,3
67528,1,26,6,TRUE,TRUE,TRUE,TRUE,TRUE,45.75,0,14,15,0,1,0,0,0,0,0,0,0,1,24,16,3
56413,1,48,95,TRUE,TRUE,FALSE,TRUE,TRUE,44.85,0,9,4,0,0,0,0,0,0,0,0,0,0,15,8,3
64994,2,21,20,FALSE,FALSE,FALSE,FALSE,TRUE,44.55,9,15,25,0,0,0,0,0,0,0,0,0,10,48,30,2
63835,2,25,28,FALSE,FALSE,FALSE,FALSE,FALSE,44.5,6,7,9,1,8,1,0,0,0,0,0,0,9,18,9,3
63505,1,18,31,TRUE,TRUE,TRUE,TRUE,TRUE,44.25,2,12,13,0,1,3,0,0,0,0,0,0,2,19,13,3
61161,2,19,51,FALSE,FALSE,FALSE,FALSE,TRUE,44.25,10,7,3,1,0,0,0,0,0,0,0,0,10,35,3,3
46644,1,20,173,TRUE,TRUE,TRUE,TRUE,TRUE,44.25,0,9,13,0,0,1,0,0,0,0,0,0,0,15,13,3
60205,2,20,60,TRUE,TRUE,FALSE,TRUE,TRUE,44.15,6,12,23,0,0,0,0,0,0,0,0,0,6,19,24,1
61356,1,19,50,FALSE,FALSE,TRUE,TRUE,TRUE,44.15,2,10,15,1,0,0,0,0,0,0,0,0,3,20,18,3
65697,2,22,16,TRUE,TRUE,TRUE,TRUE,FALSE,44.1,5,13,6,1,0,0,0,0,0,0,0,0,6,22,6,3
62666,1,18,38,TRUE,TRUE,TRUE,TRUE,TRUE,43.75,4,11,14,0,0,2,0,0,0,0,3,0,5,17,14,3
60531,1,23,57,TRUE,TRUE,FALSE,TRUE,TRUE,43.15,6,9,26,0,0,0,0,0,0,0,0,0,6,19,27,3
64120,1,19,26,TRUE,TRUE,FALSE,TRUE,TRUE,43.15,3,10,17,0,0,0,0,0,0,0,0,0,4,17,22,3
62272,2,32,42,TRUE,TRUE,TRUE,TRUE,TRUE,42.85,3,11,10,0,0,0,0,0,0,0,0,0,3,19,14,3
63765,1,25,29,TRUE,TRUE,FALSE,TRUE,TRUE,42.55,2,12,11,0,0,0,0,0,0,0,0,0,2,21,11,2
61580,1,22,48,TRUE,TRUE,TRUE,TRUE,TRUE,42.25,3,11,8,1,0,0,0,0,0,0,0,0,3,18,8,2
66757,2,26,10,FALSE,FALSE,FALSE,FALSE,FALSE,41.6,6,11,27,1,4,2,0,0,0,0,0,0,8,32,31,0
67976,1,23,4,TRUE,TRUE,TRUE,TRUE,TRUE,41.25,1,9,13,0,0,0,0,0,0,0,0,0,2,17,19,3
67076,1,21,9,TRUE,TRUE,TRUE,TRUE,TRUE,41.25,1,13,15,0,0,1,0,0,0,0,0,0,2,23,15,3
59018,2,26,73,TRUE,TRUE,TRUE,TRUE,TRUE,40.85,0,10,4,0,1,0,0,0,0,0,0,0,0,12,4,3
61925,1,18,45,TRUE,TRUE,FALSE,TRUE,TRUE,40.55,4,8,14,2,1,0,0,0,0,0,0,0,4,13,14,0
65893,1,29,14,TRUE,TRUE,TRUE,TRUE,FALSE,40.5,1,12,8,0,1,0,0,0,0,0,0,0,2,21,9,3
66656,1,29,11,TRUE,TRUE,TRUE,TRUE,FALSE,40.5,1,11,21,0,1,1,0,0,0,0,0,0,2,20,26,3
64471,1,20,23,TRUE,TRUE,TRUE,TRUE,FALSE,40.5,0,9,13,0,0,0,0,0,0,0,1,0,0,14,13,3
64495,1,18,23,TRUE,TRUE,TRUE,TRUE,FALSE,40.5,0,9,11,0,0,0,0,0,0,0,1,0,0,16,11,3
68086,1,19,3,FALSE,FALSE,FALSE,FALSE,TRUE,40.25,5,10,14,0,2,0,0,0,0,0,1,0,5,20,19,2
61640,2,20,48,TRUE,TRUE,TRUE,TRUE,TRUE,39.85,0,13,2,0,0,0,0,0,0,0,0,0,1,35,2,3
63322,1,21,32,TRUE,TRUE,TRUE,FALSE,TRUE,39.75,1,9,6,0,0,1,0,0,0,0,0,0,1,15,7,3
60436,1,22,58,TRUE,TRUE,FALSE,TRUE,TRUE,39.55,2,9,13,0,0,0,0,0,0,0,0,0,3,17,13,3
64063,1,20,26,TRUE,TRUE,TRUE,TRUE,TRUE,39.25,2,9,17,0,0,1,0,0,0,0,0,0,2,15,18,3
64428,2,21,24,TRUE,TRUE,TRUE,TRUE,FALSE,39.1,4,13,12,1,0,1,0,0,0,0,0,0,4,37,14,3
66035,1,26,14,TRUE,TRUE,TRUE,TRUE,FALSE,38.5,2,10,6,0,0,0,0,0,0,0,2,0,3,17,7,3
61624,1,19,48,FALSE,FALSE,TRUE,TRUE,TRUE,38.25,6,10,29,2,2,4,0,0,0,0,0,0,6,16,35,0
63508,2,21,31,TRUE,TRUE,TRUE,TRUE,TRUE,36.85,1,9,9,0,0,0,0,0,0,0,0,0,2,15,9,2
61797,2,31,46,TRUE,TRUE,FALSE,TRUE,TRUE,36.55,6,8,18,0,0,0,0,0,0,0,0,0,8,19,18,2
62573,1,21,39,FALSE,FALSE,TRUE,TRUE,TRUE,36.25,0,10,10,0,0,0,0,0,0,0,0,0,0,15,12,3
63619,2,19,30,TRUE,TRUE,FALSE,TRUE,TRUE,35.15,1,9,10,0,0,1,0,0,0,0,0,0,1,14,10,2
65263,1,30,18,TRUE,TRUE,TRUE,TRUE,FALSE,34.5,5,9,18,0,0,0,0,0,0,0,1,0,10,22,23,0
61977,1,26,44,FALSE,FALSE,TRUE,TRUE,TRUE,34.25,3,7,8,1,0,0,0,0,0,0,0,0,3,10,8,0
65391,2,32,17,TRUE,TRUE,TRUE,TRUE,FALSE,34.1,1,12,15,0,1,0,0,0,0,0,0,0,2,27,15,3
61352,2,27,50,FALSE,FALSE,FALSE,TRUE,FALSE,33.7,6,6,21,0,0,2,0,0,0,0,0,0,7,20,26,0
66485,2,22,11,TRUE,TRUE,TRUE,TRUE,FALSE,32,5,11,19,0,0,0,0,0,0,0,0,0,7,23,20,3
60404,1,27,58,FALSE,FALSE,FALSE,FALSE,FALSE,32,9,3,18,0,0,0,0,0,0,0,0,0,10,13,22,1
62509,1,20,40,TRUE,TRUE,TRUE,TRUE,TRUE,31.95,2,7,7,0,0,0,0,0,0,0,0,0,3,13,10,3
61972,1,19,44,FALSE,FALSE,FALSE,FALSE,TRUE,31.55,7,5,6,1,0,2,0,0,0,0,0,0,7,13,10,1
62038,2,25,44,TRUE,TRUE,TRUE,TRUE,TRUE,31.55,1,9,5,0,0,0,0,0,0,0,0,0,1,11,6,3
55242,1,21,101,TRUE,TRUE,FALSE,TRUE,TRUE,31.55,3,9,15,1,0,1,0,0,0,0,0,0,4,13,16,1
62656,1,20,38,TRUE,TRUE,TRUE,TRUE,TRUE,31.25,4,7,7,3,1,0,0,0,0,0,0,0,4,9,7,2
60616,2,18,56,FALSE,FALSE,TRUE,TRUE,TRUE,31.25,6,8,8,0,0,0,0,0,0,0,0,0,7,13,9,2
64448,1,20,23,FALSE,FALSE,FALSE,FALSE,FALSE,31,4,7,6,0,3,2,0,0,0,0,0,0,4,11,6,1
61254,1,51,51,FALSE,FALSE,FALSE,FALSE,FALSE,30.9,8,9,9,1,0,0,0,0,0,0,0,0,9,15,10,0
64098,1,19,26,FALSE,FALSE,FALSE,FALSE,TRUE,30.75,5,8,14,0,3,5,0,0,0,0,0,0,5,11,15,1
66178,1,26,13,FALSE,FALSE,FALSE,FALSE,FALSE,30,5,6,18,0,1,2,0,0,0,0,0,0,5,15,18,1
63782,2,27,29,TRUE,TRUE,TRUE,TRUE,TRUE,29.85,3,9,2,0,0,0,0,0,0,0,0,0,3,16,2,3
63972,1,29,27,FALSE,FALSE,TRUE,TRUE,TRUE,29.25,0,8,15,0,0,0,0,0,0,0,0,0,0,17,16,3
62083,1,18,44,FALSE,FALSE,TRUE,TRUE,TRUE,29.25,3,11,6,0,0,2,0,0,0,0,0,0,3,15,13,2
62850,1,21,37,FALSE,FALSE,TRUE,TRUE,TRUE,29.25,1,11,8,0,0,0,0,0,0,0,0,0,1,17,10,3
62858,1,20,37,FALSE,FALSE,TRUE,TRUE,TRUE,29.25,4,9,1,0,0,0,0,0,0,0,0,0,6,14,1,1
64586,1,30,23,FALSE,FALSE,FALSE,FALSE,FALSE,29,5,2,3,0,0,0,0,0,0,0,0,0,8,3,5,1
59512,2,27,68,FALSE,FALSE,FALSE,FALSE,FALSE,28.7,4,3,2,0,0,0,0,0,0,0,0,0,6,12,3,0
62664,1,28,38,TRUE,TRUE,FALSE,TRUE,TRUE,27.55,2,7,4,0,0,0,0,0,0,0,0,0,2,12,5,3
54410,1,20,106,TRUE,TRUE,TRUE,TRUE,FALSE,27.5,0,9,2,0,0,0,0,0,0,0,0,0,1,10,5,3
67256,1,22,8,FALSE,FALSE,FALSE,FALSE,FALSE,27,6,5,10,0,0,0,0,0,0,0,0,1,6,13,15,2
67549,1,22,6,FALSE,FALSE,FALSE,FALSE,FALSE,27,6,5,10,0,0,0,0,0,0,0,0,0,6,14,13,2
66927,1,21,9,FALSE,FALSE,FALSE,FALSE,FALSE,27,4,7,15,0,0,4,0,0,0,0,0,0,5,15,22,1
64488,1,20,23,FALSE,FALSE,FALSE,FALSE,FALSE,26.5,6,4,7,1,0,0,0,0,0,0,3,1,6,8,8,0
63338,1,19,32,TRUE,TRUE,TRUE,TRUE,TRUE,26.25,3,8,9,0,0,0,0,0,0,0,0,0,4,11,11,2
66872,1,21,10,FALSE,FALSE,FALSE,FALSE,TRUE,25.75,5,8,4,0,0,0,0,0,0,0,0,0,5,15,5,1
66650,2,31,11,FALSE,FALSE,FALSE,FALSE,FALSE,25.6,4,7,7,0,0,0,0,0,0,0,0,0,6,11,8,1
60164,2,25,60,FALSE,FALSE,FALSE,FALSE,FALSE,25,13,6,16,1,2,8,0,0,0,0,0,0,17,28,19,1
64354,1,23,24,FALSE,FALSE,FALSE,FALSE,FALSE,25,4,6,12,0,1,0,0,0,0,0,0,0,4,8,16,1
54805,1,18,104,FALSE,FALSE,FALSE,FALSE,FALSE,25,7,3,11,0,0,0,0,0,0,0,0,0,8,8,12,1
62543,1,20,40,FALSE,FALSE,FALSE,FALSE,TRUE,24.75,5,6,8,0,2,1,0,0,0,0,0,0,5,7,8,0
61848,1,18,45,FALSE,FALSE,FALSE,FALSE,TRUE,24.75,5,5,10,0,2,5,0,0,0,0,0,0,5,6,10,0
63587,1,18,30,FALSE,FALSE,FALSE,FALSE,FALSE,24,5,5,8,0,0,3,0,0,0,0,0,0,7,9,10,1
64339,1,19,24,FALSE,FALSE,FALSE,FALSE,FALSE,24,7,5,7,0,0,1,0,0,0,0,0,0,7,10,10,0
67473,1,20,7,FALSE,FALSE,FALSE,FALSE,FALSE,24,4,5,12,0,0,0,0,0,0,0,0,0,5,13,13,1
63777,1,27,29,FALSE,FALSE,FALSE,FALSE,TRUE,23.75,9,3,15,0,0,0,0,0,0,0,0,0,10,12,17,0
43279,1,19,221,FALSE,FALSE,TRUE,TRUE,TRUE,23.25,1,6,6,1,0,0,0,0,0,0,0,0,1,8,7,2
64696,1,28,22,FALSE,FALSE,FALSE,FALSE,FALSE,23,5,6,9,1,2,2,0,0,0,0,0,0,5,7,9,0
41220,2,22,246,FALSE,FALSE,TRUE,TRUE,TRUE,22.85,4,8,15,0,0,0,0,0,0,0,0,0,4,28,15,3
57983,1,21,84,FALSE,FALSE,FALSE,FALSE,TRUE,22.25,9,6,6,0,0,0,0,0,0,0,0,0,9,12,7,0
62724,2,27,38,FALSE,FALSE,FALSE,TRUE,FALSE,22.1,3,9,7,0,0,0,0,0,0,0,0,0,4,33,7,2
67766,1,26,5,FALSE,FALSE,FALSE,FALSE,FALSE,22,5,4,11,0,0,1,0,0,0,0,0,0,6,8,19,1
62246,1,20,42,FALSE,FALSE,FALSE,FALSE,FALSE,22,4,5,8,0,0,3,0,0,0,0,0,0,7,6,9,1
58371,1,23,80,FALSE,FALSE,FALSE,FALSE,FALSE,21.9,7,6,5,0,0,1,0,0,0,0,0,0,8,13,5,1
63321,1,22,32,TRUE,TRUE,TRUE,TRUE,TRUE,21.25,1,5,3,0,0,0,0,0,0,0,0,0,1,7,3,3
60514,1,29,57,FALSE,FALSE,FALSE,FALSE,FALSE,21,6,4,21,0,2,11,0,0,0,0,0,0,7,4,21,0
57930,1,21,84,FALSE,FALSE,FALSE,FALSE,FALSE,20.9,9,8,12,0,0,2,0,0,0,0,0,0,10,10,13,0
63586,1,31,30,FALSE,FALSE,FALSE,FALSE,TRUE,20.75,8,4,5,0,0,0,0,0,0,0,2,1,8,11,10,1
54725,1,18,104,FALSE,FALSE,FALSE,FALSE,TRUE,20.75,6,3,7,0,0,1,0,0,0,0,0,0,7,5,7,0
63711,1,21,29,FALSE,FALSE,TRUE,FALSE,FALSE,20.7,4,6,10,0,1,2,0,0,0,0,0,0,5,8,10,1
65849,1,25,15,FALSE,FALSE,FALSE,FALSE,FALSE,20.6,9,6,22,0,0,2,0,0,0,0,0,0,9,27,23,2
57948,1,18,84,FALSE,FALSE,FALSE,FALSE,FALSE,20.5,6,5,14,0,0,1,0,0,0,0,0,0,7,12,14,1
63411,1,23,32,FALSE,FALSE,FALSE,FALSE,FALSE,20,4,2,14,0,0,0,0,0,0,0,0,0,6,5,14,1
59248,2,22,71,FALSE,FALSE,FALSE,FALSE,TRUE,19.75,10,5,16,1,0,0,0,0,0,0,0,0,10,31,18,2
59768,1,18,65,FALSE,FALSE,FALSE,FALSE,TRUE,19.65,12,5,10,1,0,0,0,0,0,0,0,0,13,10,13,1
63200,1,21,34,FALSE,FALSE,FALSE,FALSE,TRUE,19.25,6,8,14,0,0,1,0,0,0,0,0,0,6,15,15,2
68012,1,21,4,FALSE,FALSE,FALSE,FALSE,TRUE,19.25,6,6,16,0,0,0,0,0,0,0,0,0,6,11,16,1
65080,2,22,19,FALSE,FALSE,FALSE,FALSE,FALSE,19,4,3,3,0,0,0,0,0,0,0,0,0,4,5,5,1
64865,1,21,21,FALSE,FALSE,FALSE,FALSE,FALSE,19,5,5,5,0,0,1,0,0,0,0,0,0,6,6,6,0
60265,2,25,59,FALSE,FALSE,FALSE,FALSE,TRUE,18.75,11,4,21,0,0,0,0,0,0,0,0,0,13,19,21,0
62433,1,18,41,FALSE,FALSE,FALSE,FALSE,TRUE,18.75,7,4,12,1,1,1,0,0,0,0,0,0,7,6,12,0
64832,2,26,21,FALSE,FALSE,FALSE,FALSE,FALSE,18.6,5,5,14,1,0,0,0,0,0,0,0,0,5,12,14,0
65163,2,30,19,FALSE,FALSE,FALSE,FALSE,FALSE,18.6,7,5,6,1,0,0,0,0,0,0,0,0,7,9,6,0
65261,2,24,18,FALSE,FALSE,FALSE,FALSE,FALSE,18.6,9,6,25,1,0,2,0,0,0,0,0,0,10,32,25,3
60909,2,45,54,FALSE,FALSE,TRUE,TRUE,TRUE,18.25,2,6,5,0,0,0,0,0,0,0,0,0,2,8,5,3
25090,1,19,514,FALSE,FALSE,FALSE,FALSE,FALSE,17.8,6,6,6,1,0,0,0,0,0,0,0,0,6,8,6,1
65380,1,21,18,FALSE,FALSE,FALSE,FALSE,FALSE,17.8,7,5,7,1,2,1,0,0,0,0,0,0,7,10,7,0
63521,1,20,31,FALSE,FALSE,FALSE,FALSE,TRUE,17.75,5,2,4,0,0,2,0,0,0,0,0,0,5,6,5,1
61787,1,19,46,FALSE,FALSE,FALSE,FALSE,TRUE,17.75,7,3,12,1,0,0,0,0,0,0,0,0,7,8,12,1
68337,1,21,2,FALSE,FALSE,FALSE,FALSE,TRUE,17.75,6,3,7,0,0,1,0,0,0,0,0,0,6,6,9,1
63191,1,18,34,FALSE,FALSE,FALSE,FALSE,TRUE,17.75,5,3,0,1,0,0,0,0,0,0,0,0,5,5,0,0
